Business,L2 Category,L3 Category,Bet Category,Upgrade L1 Theme,Upgrade L2 Theme,Cities (For limited geography categories),Brand Name,SKU Name,Item Code,Target Sell Plan for Month 1,Min Buy for first PO (if required by brand),Customer Coverage as per ERP Listing,Exclusivity Type,SKU Closure with Brand,Top 5 SKU for IM Marketing?,Co-Marketing Planned with Brand?,"Validated for ""Upgrade"" Proposition",Include in Overall Tracking,"Sell Story Template
(Landing Date)",SKU Supply Landing Date,Concat,Planned Category Go-Live Date (Supply Readiness),NPI_Status
FMCG,Namkeen,Murukku,Munchies and Snacks,Healthier,Better Oil,,VS Mani,VS Mani Butter Murukku,NPI555,526,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,7-Apr,,,Key Available
Electronics,Powerbanks & Chargers,Adapters,Adapters,High & Fast Charging GaN Adapter,,,Tizum,30W GaN,NPI,5000,,,Level 3: Complete SKU Exclusivity,Yes,,No,Yes,Yes,,31-Mar,,,Key Missing
Electronics,Powerbanks & Chargers,Adapters,Adapters,High & Fast Charging GaN Adapter,,,Tizum,45W GaN,NPI,3000,,,Level 3: Complete SKU Exclusivity,Yes,,No,Yes,Yes,,31-Mar,,,Key Missing
Electronics,Powerbanks & Chargers,Adapters,Adapters,High & Fast Charging GaN Adapter,,,Tizum,67W GaN,NPI,3000,,,Level 3: Complete SKU Exclusivity,Yes,,No,Yes,Yes,,31-Mar,,,Key Missing
Electronics,Kitchen Appliances,Air Fryers,Air Fryers,See Through Air Fryer,,,Pigeon,5.4L Healthifry,NPI,#VALUE!,,,Level 3: Complete SKU Exclusivity,Yes,,Yes,Yes,Yes,,30-Apr,,,Key Missing
Electronics,Kitchen Appliances,Air Fryers,Air Fryers,See Through Air Fryer,,,Pigeon,4.2L Healthifry,NPI,#VALUE!,,,Level 3: Complete SKU Exclusivity,Yes,,Yes,Yes,Yes,,30-Apr,,,Key Missing
Electronics,Personal Care Appliances,Hair Dryers,Hair Dryers,1200W+ With Cool shot,,,Lifelong,Lifelong Hair Dryer 1200W with Cool Shot (Pink),NPI,,,,Level 3: Complete SKU Exclusivity,Yes,,No,Yes,Yes,,30-Apr,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Ambrane,AAA Type C Rechargeable batteries,NPI,5000,,,Level 3: Complete SKU Exclusivity,No,,Yes,Yes,Yes,,30-Mar,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Ambrane,AA Type C Rechargeable batteries,NPI,5000,,,Level 3: Complete SKU Exclusivity,No,,Yes,Yes,Yes,,30-Mar,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,tizum,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Portronics,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Nu/dub,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,eveready,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Nippo,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Battery,Battery,Rechargeable Batteries,,,Philips,AA Type C Rechargeable batteries,NPI,,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Lights and Bulbs,Bulbs,Lights and Bulbs,3-in-1 Light,,,Philips,LED SceneSwitch 12W CDL NW WW B22 (A),NPI,2000,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
Electronics,Electricals And Batteries,Bulbs,Lights and Bulbs,3-in-1 Light,,,Wipro,Wipro Garnet 9W CCT 3-in-1 LED Bulb Color changing,NPI,1000,,,Level 3: Complete SKU Exclusivity,,,,Yes,Yes,,,,,Key Missing
FMCG,Makhana & Nuts,Makhana,Munchies and Snacks,Healthier,,,Anand Sweets,Makhana8-50 gm,NPI513,867,,,Level 3: Complete SKU Exclusivity,Yes,,,Yes,Yes,,7-Apr,,,Key Available
FMCG,Namkeen,Murukku,Munchies and Snacks,Healthier,,,Anand Sweets,Andhra Murukku,NPI496,2786,,,Level 3: Complete SKU Exclusivity,Yes,,,Yes,Yes,,7-Apr,,,Key Available
FMCG,Makhana & Nuts,Makhana,Munchies and Snacks,Healthier,,,Anand Sweets,Makhana8-50 gm,NPI514,667,,,Level 3: Complete SKU Exclusivity,Yes,,,Yes,Yes,,7-Apr,,,Key Available
