Business,L2 Category,L3 Category,Bet Category,Upgrade L1 Theme,Upgrade L2 Theme,Brand Name,SKU Name,Item Code,Exclusivity Type,"Validated for ""Upgrade"" Proposition",Include in Overall Tracking,Upgrade
New Comm,Home Decor,Photoframes,Home decor,Exclusive Top Brands,,Pure Home + Living,Pure Home + Living Gold Heart Shaped Photo Frame,364935,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Home Decor,Photoframes,Home decor,Exclusive Top Brands,,Pure Home + Living,Pure Home + Living Red Ceramic Heart Shaped Photo Frame,102047,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Half Plates,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Rajbhog Steel Snack Plate 18 cm, Durable & Food-Safe",618748,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Beeding Khumcha Steel Lunch/Dinner Plate 28 cm, Food Safe",739189,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Khumcha Steel Lunch/Dinner Plate 28 cm, Food Safe",146115,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Rajbhog Steel Lunch/Dinner Plate 28 cm, Durable & Food-Safe",996727,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Dessert Bowls,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Royal Halwa Plate 11 cm, Plate for Serving Sweets & Snacks",671924,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Vinod Steel,"Vinod steel Royal Bowl 200 ml, 9.5cm Katori Mirror Finish & Food Safe",722993,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pressure Cooker,Cookware,Healthier Cooking,Triply,Stahl,Stahl Xpress Triply 3 L Triply Pressure Cooker Tall,349635,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Tawa,Cookware,Healthier Cooking,Triply,Stahl,Stahl Artisan Hybrid Triply 32 cm Dosa Tawa,639151,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Kadhai,Cookware,Healthier Cooking,Triply,Stahl,"Stahl Artisan Hybrid 3.3 L, 26 cm Triply Kadai",536043,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pans,Cookware,Healthier Cooking,Triply,Stahl,"Stahl Artisan Hybrid 2.3 L, 26 cm Triply Frying Pan",187848,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pans,Cookware,Healthier Cooking,Triply,Stahl,"Stahl Artisan Triply 2 L, 24 cm Fry Pan",219027,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Biryani Pot,Cookware,Healthier Cooking,Triply,Stahl,Stahl Artisan Triply 28 cm 5.5L Biryani Handi with Dual lid,614421,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pans,Cookware,Healthier Cooking,Triply,Stahl,"Stahl Artisan Hybrid 1.3 L, 20 cm Triply Frying Pan",330792,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Biryani Pot,Cookware,Healthier Cooking,Triply,Stahl,Stahl Artisan Triply 24 cm 4L Biryani Handi with Dual lid,751709,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Milk Pots,Cookware,Healthier Cooking,Triply,Stahl,"Stahl Artisan Triply 5.1 L, Casserole Sauce Pot",409292,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pizza Pan,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron 26cm Pizza Pan,604493,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Kadhai,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron Kadai,179723,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Cookware Set,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron Cookware Set (3 Pieces),834678,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pans,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron Tadka Pan,520833,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Appam Maker,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron 12 Pits Appam Patra,177525,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Tawa,Cookware,Healthier Cooking,Cast Iron,Bergner,"Bergner Eco Cast Iron 30cm Dosa Tawa, Comes with Silicone Sleeve",950396,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Appam Maker,Cookware,Healthier Cooking,Cast Iron,Bergner,"Bergner Eco Cast Iron Square Paniyarakkal / Appam Pot with 9 Pits, Comes with Silicone Sleeves",945093,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Tawa,Cookware,Healthier Cooking,Cast Iron,Bergner,"Bergner Eco Cast Iron 30cm Dosa Tawa, Comes with Silicone Sleeve",950396,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Tawa,Cookware,Healthier Cooking,Cast Iron,Bergner,"Bergner Eco Cast Iron 24cm Concave Tawa, Comes with Silicone Sleeves",424853,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Cookware,Pans,Cookware,Healthier Cooking,Cast Iron,Bergner,Bergner Eco Cast Iron 26cm Double Side Grill Pan,338485,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Prem Vati, Bowls (Grade 304)",196183,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Glasses,Water and Juice Glasses,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Royal Glasses (Grade 304),321847,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Half Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Half Dinner Plates- Begi China Plate (Grade 304),475939,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Glasses,Water and Juice Glasses,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Royal Glasses (Grade 304),826636,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Big Serving Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Serving Bowls (Grade 304),699330,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Apple Vati , Bowls (Grade 304)",564572,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Apple Vati , Bowls (Grade 304)",228901,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Full Dinner Plates - Thali  (Grade 304),664427,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Plates,Half Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Half Dinner Plates- Begi China Plate (Grade 304),873793,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Casseroles,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel FB Cook N Serve Casserole   (Grade 304),514551,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Big Serving Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Serving Bowls (Grade 304),329225,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Apple Vati , Bowls (Grade 304)",626404,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Prem Vati, Bowls (Grade 304)",659850,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Casseroles,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel FB Cook N Serve Casseroles  (Grade 304),985364,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Glasses,Water and Juice Glasses,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Amrapali Glasses (Grade 304),799058,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Prem Vati, Bowls (Grade 304)",839212,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Curry Bowls,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,"Kitchen Essentials Stainless Steel Prem Vati, Bowls (Grade 304)",537600,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Full Dinner Plates-Thali (Grade 304),391969,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Full Dinner Plates - Apple Thali  (Grade 304),549659,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Glasses,Water and Juice Glasses,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Amrapali Glasses (Grade 304),816318,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Full Dinner Plates - Apple Thali  (Grade 304),371800,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Glasses,Water and Juice Glasses,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Amrapali Glasses (Grade 304),805761,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel ATTA Parat 35 cms (570gms)  (Grade 304),718949,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Casseroles,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel FB Belly Shape Cook N Serve Casseroles (Grade 304),838406,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Crockery and Serveware,Full Plates,Serveware,Surgical-grade 304 SS Serveware,,Kitchen Essentials,Kitchen Essentials Stainless Steel Full Dinner Plates - Thali  (Grade 304),224098,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Jars Containers Ziplocks,Storage Containers for Fridge,Storage,International/Premium Storage Brands,,Tupperware ,Tupperware Pocket-Sized Midgets | Mini Airtight Containers | Condiment & Snack Storage,767572,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Jars Containers Ziplocks,Storage Containers for Fridge,Storage,International/Premium Storage Brands,,Tupperware ,"Tupperware | Inner Lunch Container ,Easy to Store",618074,Level 3: Complete SKU Exclusivity,Yes,Yes,True
New Comm,Jars Containers Ziplocks,Cereal dispenser,Storage,International/Premium Storage Brands,,Tupperware ,Tupperware | Plastic Cereal Dispenser Set,747136,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Chemist At Play,Chemist at Play Exfoliating Body Wash 50ml,334286,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Skincare,,"Bath, Body and Hair",Ingredients,,Plum,Plum Bright Beginnings Kit Pack of 1,511026,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Plum,Plum 2% Niacinamide Face Wash for bright skin 50 ml,555286,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Plum,Plum Ricewater & Niacinamide Face Wash + Serum Duo 115 ml,500853,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Neutrogena,Neutrogena Oil Free Acne Face Wash With 2.0% Salicylic Acid For Effective Yet Gentle Cleansing,42689,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Neude,Be Bodywise Salicylic acid + Ceramides two-in-one pump body wash 250 ml,422197,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Neude,"Neude Detanning & Hydrating Body Wash with Vitamin C, Lactic Acid & Milk - All Wet 250 ml",539004,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Neude,Neude Body Exfoliator – Exfoliating & Hydrating Gel Body Wash with AHA+BHA+PHA - Lay Bare 250 ml,152076,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Mannlich,Mannlich De-Tan Brightening Body Wash - 2% Kojic Acid & 5% Niacinamdie 300 ml,761073,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Fixderma,"Fixderma 2% Salicylic Acid Salyzap Body Wash For Acne,Non Foaming Body Wash 200 ml",887270,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Pilgrim,"Pilgrim 1% Salicylic Acid Gel Face Wash | Gel Face Wash with CICA & Tea Tree For Men & Women, for Oily skin, Acne Prone Skin, Non Drying Cleanser for Face 100 ml",103196,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Neude Skin,"Neude Skin Detanning & Brightening Gel Face Wash: Vitamin C, Goat Milk & Tartaric Acid- Brightside 100 ml",165370,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Hyphen,Hyphen Oil Control Daily Exfoliating Cleanser,85114,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,mCaffeine,mCaffeine Brightening Raspberry Rush Body Wash,647030,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,mCaffeine,mCaffeine Guava Tini De-Tan Body Wash,462135,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face cream,,"Bath, Body and Hair",Ingredients,,Neude,"Neude Skin Butter Mousse Weightless Face Moisturizer for Bouncy, Deeply Hydrated Glow 50 ml",847982,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face cream,,"Bath, Body and Hair",Ingredients,,Pilgrim,Pilgrim Squalane (Plant) Glow Moisturizer For Face With Niacinamide & Vitamin C 50 g,84209,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Sunscreen,,"Bath, Body and Hair",Ingredients,,Clayco,Clayco Sunglaze Sunscreen Mini SPF 50 PA ++++  with Probiotic & Ceramides 10 ml,341652,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Dove,Dove Acne Clear Serum Body Wash With 1% Clearing Serum + Salicylic Acid,309429,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Dove,Dove Exfoliate Away Serum Body Wash With 4% Refining Serum + Aha,674632,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Dove,Dove 6% Hydrating Serum With Hyaluronic Acid Hydration Boost Bodywash,676830,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Dove,Dove 5% Radiance Serum With Niacinamide Even Tone Bodywash,788002,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Dove,Dove 4% Restoring Serum With Retinol Skin Renewal Bodywash,861885,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face cream,,"Bath, Body and Hair",Ingredients,,Garnier,Garnier Sorbet,825778,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shampoo,,"Bath, Body and Hair",Ingredients,,Naturali,"Naturali Anti-Dandruff Shampoo with Hemp, Sage & Salicylic Acid 100ml",770384,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Brillare,Brillare 2% Salicylic and 10% Lactic Acid Face Wash for acne prone skin 100 ml,670639,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shampoo,,"Bath, Body and Hair",Ingredients,,Brillare,Brillare Anti-Hairfall Shampoo with Caffeine | Strengthens & Stimulates Hair 200 ml,289922,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Face Wash,,"Bath, Body and Hair",Ingredients,,Brillare,Brillare Vitamin C Powder Face Wash | Brightens & Reveals Glowing Skin 30 g,136429,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Shampoo,,"Bath, Body and Hair",Ingredients,,Brillare,Lactylate Shampoo To Reduce Dandruff,282034,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shampoo,,"Bath, Body and Hair",Ingredients,,Brillare,"Ceramide Shampoo For Dry, Damaged & Chemically Treated Hair",302187,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Cream,,"Bath, Body and Hair",Ingredients,,Brillare,"Vitamin C Liquid Moisturizer for bright, glowing skin",834283,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Cream,,"Bath, Body and Hair",Ingredients,,Brillare,Skin Brightening Invisible Sunscreen with SPF50,137536,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Face Cream,,"Bath, Body and Hair",Ingredients,,Brillare,"Salicylic Acid Liquid Moisturiser for oily, acne prone skin",699437,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Shower Gel,,"Bath, Body and Hair",Ingredients,,Brillare,Salicylic Acid & Lactic Acid Body Wash for Acne-Prone Skin,218950,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Skinn by Titan,Tales Rio + Raw20ml,759138,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Skinn by Titan,Tales Ibiza + Nude 20ml,685912,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Bella Vita,Bella Vita Unisex Magical Scents Gift Set for Men and Women 4x20 ML,166151,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Ajmal,Ascend 50 ml,76727,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Snitch,Untamed,582057,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Snitch,Tonka,197222,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Snitch,Selfmade,389307,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Snitch,Dark,353646,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Snitch,Cosmic Esscence,654744,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Snitch,Forces Within,826417,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Arks,ARKS Day EDP – Perfume (Unisex) 100 ml,604078,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Arks,ARKS Night - Eau de Parfum 100ml,359302,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Arks,ARKS Night - Eau de Parfum 10ml,339363,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Arks,ARKS Night - Eau de Parfum 50ml,929530,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Access SKU,Guess,Women Bella Vita Rosa Long Lasting Eau de Toilette - 15 ml,92375,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Access SKU,Jaguar,Jaguar Classic Eau De Toilette Spray 40 ml,145142,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Access SKU,Tommy Hilfiger,TH-5121440-P-TOMMY HILFIGER Impact Spark Penspray EDT (P) 10ml,694355,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,National Crush by Dear Diary for Women - 10 ML EDP Spray Vial (Mini),704452,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,Irreplaceable by Dear Diary for Women - 10 ML EDP Spray Vial (Mini),206637,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,Controversial by Dear Diary for Women - 10 ML EDP Spray Vial (Mini),279220,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Dear Diary,"Lollipop Book Set by Dear Diary for Women - 3 Pc Mini Gift Set 10 ML National Crush EDP Spray Vial (Mini), 10 ML Irreplaceable EDP Spray Vial (Mini), 10 ML Controversial EDP Spray Vial (Mini)",465910,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,National Crush by Dear Diary for Women - 100 ML EDP Spray,565551,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,Irreplaceable by Dear Diary for Women - 100 ML EDP Spray,536079,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Dear Diary,Controversial by Dear Diary for Women - 100 ML EDP Spray,458106,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Secret Alchemist,Secret Alchemist  Perfumes Gift Set of 2 | Madurai Jasmine & Bergamot Nostalgia | Long Lasting | For Him & Her 30,506878,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Secret Alchemist,Secret Alchemist Madurai Jasmine Floral Perfume | Long Lasting | For Him & Her 100,512476,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Secret Alchemist,Secret Alchemist  Perfumes Gift Set of 2 | Rose Oud & Madurai Jasmine | Long Lasting | For Him & Her 30,518229,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Secret Alchemist,Secret Alchemist Bergamot Nostalgia Fresh Floral  | Long Lasting | For Him & Her 100,566148,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Secret Alchemist,Secret Alchemist Rose Oud Floral Woody Perfume | Long Lasting | For Him & Her 100,503355,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Secret Alchemist,Secret Alchemist  Perfumes Gift Set of 3 | Rose Oud & Madurai Jasmine & Bergamot | Long Lasting | For Him & Her 30,899415,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Carlton London,Carlton London Women Dream EDP,730521,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Carlton London,Carlton London Blush & Fern EDP Gift Set (set of 2),508148,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Carlton London,Veronica(50ml) & Body Mist(150ml) Gift Set,825752,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Longetivity,Single SKU,Carlton London,Carlton London Women Muse EDP,410729,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,"Perfumes, Does and Talc",Perfumes,Perfumes,Multi Variant,,Carlton London,Exquisite Duo(Incense 50ml | Blush 30ml),874808,Level 3: Complete SKU Exclusivity,Yes,Yes,True
FMCG,Oats,,Oats,Protein,,Saffola,"Saffola Hi-Protein Oats | 25g Protein & 14g Fibre | with Almonds, Raisin & Super seeds400g",763197,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Oats,,Oats,Protein,,Goat Life,GoOAT Choco-Nut-Crunch Overnight Oats -,614959,Level 2: Pricing Exclusivity,Yes,Yes,True
FMCG,Oats,,Oats,Protein,,True Elements,"True Elements Overnight Oats The OG High Protein Breakfast Oats, No Refined sugar",178536,Level 2: Pricing Exclusivity,Yes,Yes,True
